model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2015,8998,Manual,23215,Petrol,20,62.8,1.0
 Focus,2013,5991,Manual,55173,Petrol,30,56.5,1.0
 Focus,2019,18000,Manual,5000,Petrol,145,49.6,1.0
 Fiesta,2019,18000,Manual,1793,Petrol,145,55.4,1.0
 Fiesta,2015,7499,Manual,58592,Diesel,0,78.5,1.5
 B-MAX,2017,9450,Automatic,17000,Petrol,150,44.1,1.6
 Fiesta,2018,11995,Manual,17519,Petrol,150,65.7,1.0
 Fiesta,2017,10998,Manual,14565,Petrol,0,65.7,1.0
 Fiesta,2017,11998,Manual,7721,Petrol,0,65.7,1.0
 Fiesta,2017,8250,Manual,18234,Petrol,145,65.7,1.0
 Fiesta,2016,10900,Manual,5765,Petrol,0,65.7,1.0
 B-MAX,2017,9990,Manual,18054,Petrol,145,47.1,1.4
 Fiesta,2020,18000,Manual,25,Petrol,145,54.3,1.0
 Fiesta,2017,10500,Manual,22414,Petrol,145,65.7,1.0
 Focus,2018,15999,Manual,7873,Diesel,145,80.7,1.5
 EcoSport,2017,9020,Manual,17961,Petrol,125,52.3,1.0
 Fiesta,2017,11998,Manual,7210,Petrol,0,65.7,1.0
 Fiesta,2014,8495,Manual,18358,Petrol,0,65.7,1.0
 Focus,2018,14500,Manual,10755,Petrol,145,57.7,1.0
 Fiesta,2017,9267,Manual,6532,Petrol,145,65.7,1.0
 S-MAX,2019,22750,Automatic,6000,Diesel,145,53.3,2.0
 Focus,2019,18200,Manual,5184,Diesel,145,70.6,2.0
 EcoSport,2019,15498,Manual,2594,Petrol,145,53.3,1.0
 Fiesta,2013,5625,Manual,34049,Petrol,30,54.3,1.2
 Focus,2017,12500,Manual,33820,Diesel,145,74.3,1.5
 Kuga,2019,19890,Manual,8500,Diesel,145,47.9,2.0
 Fiesta,2008,2650,Manual,73206,Petrol,150,47.1,1.2
 Focus,2015,6490,Manual,69000,Diesel,0,74.3,1.5
 Ka+,2019,11500,Manual,373,Petrol,145,47.9,1.2
 Fiesta,2016,6250,Manual,39949,Petrol,125,54.3,1.2
 Focus,2018,13790,Automatic,17643,Petrol,145,51.4,1.0
 Fiesta,2019,12600,Manual,16879,Petrol,145,56.5,1.0
 Fiesta,2017,9499,Manual,19893,Petrol,145,65.7,1.0
 Fiesta,2017,11200,Manual,12380,Petrol,145,65.7,1.0
 Edge,2017,19710,Manual,41940,Diesel,145,47.9,2.0
 Ka+,2019,9999,Manual,3000,Petrol,145,47.9,1.2
 Fiesta,2017,9998,Semi-Auto,16517,Petrol,145,47.9,1.6
 Puma,2019,23750,Manual,1400,Petrol,145,50.4,1.0
 Fiesta,2018,11600,Manual,26119,Petrol,150,62.8,1.0
 Fiesta,2017,10500,Semi-Auto,16909,Petrol,0,57.7,1.0
 Kuga,2017,15590,Semi-Auto,17776,Diesel,145,58.9,1.5
 Fiesta,2018,12999,Manual,15000,Petrol,150,58.9,0.0
 Focus,2019,18200,Manual,4101,Petrol,145,58.9,1.0
 Kuga,2018,16499,Semi-Auto,31316,Diesel,145,54.3,2.0
 Focus,2016,8700,Manual,40580,Diesel,0,74.3,1.5
 Fiesta,2013,5699,Manual,52484,Petrol,30,54.3,1.2
 Fiesta,2018,12250,Manual,5887,Petrol,150,65.7,1.0
 Kuga,2014,8800,Manual,63615,Diesel,145,53.3,2.0
 Kuga,2017,12519,Manual,16263,Petrol,160,45.6,1.5
 Kuga,2018,18498,Manual,7796,Diesel,145,54.3,1.5
 S-MAX,2019,25990,Manual,12567,Diesel,145,54.3,2.0
 Fiesta,2016,7980,Manual,42572,Petrol,0,65.7,1.0
 EcoSport,2018,13999,Manual,11625,Petrol,145,54.3,1.0
 Kuga,2018,14700,Manual,25352,Diesel,145,64.2,1.5
 Fiesta,2018,14998,Manual,19772,Petrol,145,62.8,1.0
 Focus,2016,9999,Manual,27343,Diesel,0,74.3,1.5
 Mondeo,2016,11291,Manual,51139,Diesel,30,64.2,2.0
 S-MAX,2016,15199,Manual,22589,Diesel,125,56.5,2.0
 Fiesta,2017,10000,Manual,38386,Diesel,0,78.5,1.5
 Grand C-MAX,2017,11698,Manual,12124,Diesel,30,64.2,1.5
 Ka+,2017,7550,Manual,14371,Petrol,145,57.7,1.2
 Focus,2016,14650,Manual,22822,Diesel,20,67.3,2.0
 Fiesta,2018,10095,Manual,9393,Petrol,150,64.2,1.1
 Ka+,2017,7499,Manual,8200,Petrol,150,57.7,1.2
 Fiesta,2017,8595,Manual,54286,Petrol,145,65.7,1.0
 Mondeo,2015,9300,Manual,48906,Diesel,0,78.5,1.5
 Focus,2014,7295,Manual,52828,Diesel,20,67.3,1.6
 Focus,2017,12250,Manual,14728,Petrol,145,51.4,1.5
 Fiesta,2019,14999,Manual,5797,Petrol,145,55.4,1.0
 Fiesta,2017,8599,Manual,9000,Petrol,125,54.3,1.2
 Kuga,2017,17000,Manual,15962,Diesel,30,54.3,2.0
 Focus,2017,11750,Manual,27800,Petrol,145,60.1,1.0
 Fiesta,2017,10300,Manual,7635,Petrol,0,65.7,1.0
 Focus,2017,11479,Manual,52639,Diesel,145,74.3,1.5
 Fiesta,2017,9990,Manual,21047,Petrol,145,65.7,1.0
 Focus,2019,18391,Manual,8636,Petrol,145,58.9,1.0
 Fiesta,2018,12495,Manual,12135,Petrol,145,65.7,1.0
 C-MAX,2018,14250,Manual,8147,Petrol,145,48.7,1.0
 Focus,2019,15470,Manual,8724,Petrol,145,60.1,1.0
 Fiesta,2019,11798,Manual,13783,Petrol,145,58.9,1.0
 Fiesta,2013,7500,Manual,47093,Petrol,0,65.7,1.0
 Kuga,2018,16997,Manual,7654,Petrol,145,45.6,1.5
 Fiesta,2017,8995,Manual,7501,Diesel,0,78.5,1.5
 Mondeo,2016,10695,Manual,44298,Diesel,0,74.3,1.5
 Kuga,2017,13990,Manual,37187,Diesel,145,54.3,2.0
 Fiesta,2017,10999,Manual,10394,Petrol,145,65.7,1.0
 Focus,2019,20390,Automatic,6644,Diesel,145,49.6,2.0
 B-MAX,2013,5195,Manual,60903,Petrol,30,55.4,1.0
 Fiesta,2018,9995,Manual,10181,Petrol,150,64.2,1.1
 C-MAX,2007,1995,Manual,1995,Petrol,240,39.8,1.8
 Fiesta,2017,8570,Manual,13670,Petrol,145,65.7,1.0
 Fiesta,2017,9999,Manual,13823,Petrol,145,65.7,1.0
 Fiesta,2016,9898,Manual,32334,Petrol,0,65.7,1.0
 Galaxy,2017,19840,Semi-Auto,28613,Diesel,145,52.3,2.0
 Focus,2015,7695,Manual,67000,Diesel,20,67.3,1.6
 Fiesta,2015,8000,Manual,24678,Petrol,125,54.3,1.2
 Focus,2018,12390,Manual,3345,Petrol,145,61.4,1.0
 Focus,2018,11800,Manual,22076,Petrol,145,60.1,1.0
 Kuga,2019,18999,Manual,2500,Petrol,145,34.4,1.5
 Kuga,2017,12990,Manual,47235,Diesel,150,60.1,2.0
 Edge,2017,19650,Semi-Auto,20397,Diesel,165,48.7,2.0
 Kuga,2018,19000,Manual,17011,Diesel,145,54.3,2.0
 Focus,2018,12195,Manual,11821,Petrol,145,60.1,1.0
 Focus,2017,15795,Manual,19948,Diesel,20,67.3,2.0
 EcoSport,2019,15591,Manual,7386,Petrol,145,52.3,1.0
 EcoSport,2018,14990,Manual,2605,Petrol,145,53.3,1.0
 Focus,2019,17200,Manual,5989,Petrol,145,60.1,1.0
 Focus,2016,11100,Manual,23038,Petrol,20,61.4,1.0
 Fiesta,2013,5698,Manual,70048,Petrol,0,65.7,1.0
 Fiesta,2019,12999,Manual,12362,Petrol,145,60.1,1.0
 Kuga,2017,14440,Manual,19864,Diesel,125,60.1,2.0
 Focus,2018,14795,Manual,6894,Petrol,145,58.9,1.0
 Focus,2006,1495,Manual,105000,Diesel,125,58.9,1.6
 EcoSport,2017,9498,Manual,11383,Petrol,150,44.8,1.5
 Kuga,2016,14000,Manual,34986,Diesel,145,54.3,2.0
 B-MAX,2016,9499,Automatic,12499,Petrol,165,44.1,1.6
 C-MAX,2018,11799,Manual,8432,Petrol,145,55.4,1.0
 C-MAX,2017,9980,Manual,70860,Petrol,30,55.4,1.0
 Fiesta,2014,7100,Manual,34000,Diesel,0,85.6,1.6
 KA,2015,5000,Manual,35130,Petrol,30,57.7,1.2
 Fiesta,2018,11000,Manual,7485,Petrol,145,65.7,1.0
 Kuga,2017,15850,Automatic,25410,Diesel,145,54.3,2.0
 Grand Tourneo Connect,2017,24500,Manual,9000,Diesel,145,64.2,1.5
 C-MAX,2016,9750,Automatic,30983,Diesel,30,58.9,1.5
 Focus,2018,12791,Manual,16565,Petrol,145,60.1,1.0
 EcoSport,2017,11000,Semi-Auto,9148,Petrol,165,44.8,1.5
 EcoSport,2018,14299,Manual,12111,Petrol,150,51.4,1.0
 S-MAX,2016,17899,Automatic,25648,Petrol,260,35.8,2.0
 Ka+,2018,8990,Manual,5000,Petrol,145,47.9,1.2
 EcoSport,2018,14490,Manual,10426,Petrol,150,54.3,1.0
 Focus,2016,11810,Semi-Auto,5034,Petrol,125,51.4,1.0
 Fiesta,2014,7990,Manual,21600,Petrol,0,65.7,1.0
 Focus,2019,17780,Manual,10944,Diesel,145,62.8,1.5
 Mondeo,2016,9195,Manual,95150,Diesel,30,62.8,2.0
 Fiesta,2020,13750,Manual,1200,Petrol,145,56.5,1.0
 Fiesta,2015,7895,Semi-Auto,36003,Petrol,145,47.9,1.6
 Fiesta,2018,10298,Manual,10280,Petrol,150,55.4,1.1
 Fiesta,2016,9350,Manual,10373,Petrol,0,65.7,1.0
 B-MAX,2015,7299,Automatic,37216,Petrol,165,44.1,1.6
 Focus,2018,12690,Manual,16834,Petrol,145,60.1,1.0
 Fiesta,2017,9491,Manual,29414,Petrol,145,65.7,1.0
 Focus,2017,10250,Manual,53457,Diesel,150,74.3,1.5
 EcoSport,2019,18250,Manual,3386,Petrol,145,54.3,1.0
 Fiesta,2016,9990,Manual,23730,Petrol,20,62.8,1.0
 Fiesta,2018,11500,Manual,7790,Petrol,145,65.7,1.0
 Focus,2019,16999,Manual,10000,Petrol,145,60.1,1.0
 Fiesta,2015,7430,Manual,28017,Petrol,30,54.3,1.2
 Edge,2017,19995,Manual,22930,Diesel,160,48.7,2.0
 Focus,2018,11750,Manual,17045,Petrol,145,60.1,1.0
 Fiesta,2018,10995,Manual,21475,Petrol,145,56.5,1.0
 Ka+,2019,11000,Manual,1645,Petrol,145,47.9,1.2
 Fiesta,2017,10000,Manual,10832,Petrol,0,65.7,1.0
 Fiesta,2014,8295,Manual,50496,Petrol,145,47.9,1.6
 KA,2015,3999,Manual,48085,Petrol,30,57.7,1.2
 S-MAX,2016,17000,Manual,17793,Petrol,160,43.5,1.5
 C-MAX,2017,11491,Manual,20676,Diesel,20,68.9,1.5
 Focus,2019,15540,Manual,11881,Petrol,145,60.1,1.0
 Kuga,2014,10699,Manual,45497,Diesel,200,47.9,2.0
 Focus,2017,11220,Manual,24000,Petrol,150,58.9,1.0
 Fiesta,2019,13140,Manual,6987,Petrol,145,48.7,1.1
 Focus,2017,22000,Manual,36437,Petrol,235,36.7,2.3
 Fiesta,2018,9790,Manual,20146,Petrol,145,65.7,1.0
 S-MAX,2019,24990,Manual,7725,Diesel,150,54.3,2.0
 Mondeo,2019,14995,Semi-Auto,21156,Diesel,150,45.6,2.0
 C-MAX,2015,10795,Manual,10500,Petrol,30,55.4,1.0
 Fiesta,2018,10999,Manual,25424,Diesel,145,58.9,1.5
 Fiesta,2019,16991,Semi-Auto,1247,Petrol,150,48.7,1.0
 Kuga,2015,11500,Manual,46754,Diesel,125,60.1,2.0
 Focus,2019,14791,Manual,12125,Petrol,145,60.1,1.0
 Kuga,2017,13070,Manual,17130,Petrol,160,45.6,1.5
 Fiesta,2014,6897,Manual,27361,Petrol,0,65.7,1.0
 B-MAX,2018,10660,Manual,9065,Petrol,145,55.4,1.0
 Ka+,2017,6990,Manual,10790,Petrol,145,57.7,1.2
 KA,2010,2999,Manual,38000,Petrol,30,55.4,1.2
 Focus,2018,14300,Manual,18883,Diesel,145,80.7,1.5
 Edge,2016,19419,Automatic,20028,Diesel,160,48.7,2.0
 Focus,2015,7500,Manual,67107,Diesel,0,74.3,1.5
 EcoSport,2019,18495,Automatic,25,Petrol,145,45.6,1.0
 S-MAX,2016,15500,Manual,40000,Diesel,125,56.5,2.0
 Focus,2014,5998,Manual,62855,Diesel,20,67.3,1.6
 Grand C-MAX,2016,10798,Semi-Auto,16541,Diesel,30,58.9,1.5
 Focus,2019,14750,Manual,12648,Petrol,145,58.9,1.0
 Galaxy,2016,19500,Manual,10265,Diesel,125,56.5,2.0
 Fiesta,2019,13998,Manual,9957,Petrol,145,58.9,1.0
 Fiesta,2017,8500,Manual,17975,Petrol,0,65.7,1.0
 Focus,2019,19741,Automatic,6750,Diesel,145,74.3,1.5
 Fiesta,2017,8799,Manual,10604,Petrol,0,65.7,1.0
 Fiesta,2019,13998,Manual,6432,Petrol,145,58.9,1.0
 Fiesta,2019,15000,Manual,6090,Petrol,150,60.1,1.0
 Focus,2017,9595,Automatic,49773,Petrol,145,51.4,1.0
 Focus,2017,12950,Manual,14842,Petrol,145,57.7,1.0
 Kuga,2017,18598,Manual,25490,Diesel,145,54.3,2.0
 Focus,2017,14000,Manual,43000,Petrol,150,41.5,2.0
 Kuga,2016,13500,Manual,19301,Diesel,125,60.1,2.0
 Fiesta,2019,18917,Manual,7968,Petrol,145,40.3,1.5
 Ka+,2016,6991,Manual,23493,Petrol,30,57.7,1.2
 Fiesta,2015,8795,Automatic,21140,Petrol,145,47.9,1.6
 Focus,2017,10999,Manual,15555,Petrol,145,58.9,1.0
 Kuga,2014,10200,Manual,26150,Diesel,200,47.9,2.0
 Focus,2015,9495,Semi-Auto,18683,Petrol,160,44.8,1.6
 Focus,2020,18495,Manual,5500,Petrol,145,60.1,1.0
 Ka+,2018,7542,Manual,9880,Petrol,145,57.7,1.2
 Grand C-MAX,2017,12000,Manual,28346,Diesel,145,64.2,1.5
 Fiesta,2018,9998,Manual,7892,Petrol,145,65.7,1.0
 Edge,2019,30000,Semi-Auto,12766,Diesel,145,37.2,2.0
 C-MAX,2016,9500,Automatic,13900,Diesel,20,64.2,1.5
 Fiesta,2019,13498,Manual,20388,Petrol,145,58.9,1.0
 Fiesta,2018,14299,Manual,9804,Petrol,145,65.7,1.0
 Kuga,2018,19333,Semi-Auto,13940,Diesel,145,58.9,1.5
 Fiesta,2016,7600,Manual,17838,Petrol,125,54.3,1.2
 EcoSport,2019,14997,Manual,7810,Petrol,145,53.3,1.0
 Fiesta,2014,7499,Manual,45782,Petrol,0,65.7,1.0
 Fiesta,2018,9990,Manual,42910,Petrol,145,56.5,1.0
 Focus,2019,18975,Manual,6200,Petrol,145,49.6,1.0
 Fiesta,2016,7298,Manual,20809,Petrol,125,54.3,1.2
 Fiesta,2016,10790,Manual,15666,Petrol,20,62.8,1.0
 Focus,2017,10799,Manual,32194,Diesel,0,74.3,1.5
 Focus,2017,10998,Manual,16276,Diesel,0,74.3,1.5
 B-MAX,2017,10500,Manual,14552,Petrol,145,47.1,1.4
 Fiesta,2018,11997,Manual,14467,Petrol,145,65.7,1.0
 Focus,2019,19210,Manual,9024,Petrol,145,58.9,1.0
 Kuga,2017,13499,Automatic,5607,Petrol,145,38.2,1.5
 Kuga,2019,15500,Manual,9205,Petrol,145,34.4,1.5
 Ka+,2019,11299,Manual,2691,Petrol,145,43.5,1.2
 Fiesta,2017,9290,Manual,13449,Petrol,145,54.3,1.2
 Focus,2019,14995,Manual,6330,Petrol,145,60.1,1.0
 C-MAX,2016,9500,Manual,11138,Petrol,165,44.1,1.6
 Fiesta,2018,13299,Manual,8207,Petrol,145,58.9,1.0
 Fiesta,2019,17000,Manual,5401,Petrol,145,60.1,1.0
 C-MAX,2017,10998,Manual,23046,Diesel,20,68.9,1.5
 Fiesta,2016,9500,Manual,24256,Petrol,0,65.7,1.0
 Focus,2017,10995,Manual,27889,Petrol,20,60.1,1.0
 Fiesta,2018,8750,Manual,24545,Petrol,145,65.7,1.0
 Fiesta,2018,13000,Manual,16800,Petrol,145,58.9,1.0
 Focus,2016,9890,Manual,20058,Diesel,0,74.3,1.5
 S-MAX,2017,16250,Manual,36500,Diesel,125,56.5,2.0
 Fiesta,2018,10892,Manual,14548,Petrol,145,65.7,1.0
 Focus,2018,11997,Manual,15332,Petrol,145,61.4,1.0
 Fiesta,2017,9046,Manual,22000,Petrol,0,65.7,0.0
 Tourneo Custom,2018,17495,Manual,30732,Diesel,145,32.5,2.0
 Fiesta,2017,9495,Manual,16884,Petrol,145,65.7,1.0
 Fiesta,2017,11000,Manual,10802,Petrol,145,65.7,1.0
 Fiesta,2017,10820,Manual,12480,Petrol,145,65.7,1.0
 Fiesta,2018,9987,Manual,3736,Petrol,145,64.2,1.1
 Ka+,2019,13350,Manual,423,Petrol,145,43.5,1.2
 Focus,2019,15440,Manual,5800,Petrol,145,60.1,1.0
 Fiesta,2018,11260,Manual,7891,Petrol,145,65.7,1.0
 Focus,2018,13195,Manual,15010,Diesel,145,74.3,1.5
 Fiesta,2018,12000,Manual,9452,Petrol,145,65.7,1.0
 Kuga,2019,18620,Manual,11963,Petrol,145,35.3,1.5
 Ka+,2017,7595,Manual,9714,Petrol,30,57.7,1.2
 Focus,2016,11625,Semi-Auto,15618,Petrol,125,51.4,1.0
 Fiesta,2019,10700,Manual,10000,Petrol,150,55.4,1.1
 Kuga,2018,17000,Manual,30646,Diesel,145,60.1,2.0
 Fiesta,2017,11440,Semi-Auto,5890,Petrol,145,54.3,1.0
 Focus,2014,6500,Manual,36200,Diesel,20,67.3,1.6
 Focus,2015,7899,Manual,60482,Diesel,0,74.3,1.5
 Fiesta,2017,8497,Manual,5806,Petrol,145,54.3,1.2
 Kuga,2016,16998,Manual,18480,Diesel,150,54.3,2.0
 Fiesta,2019,14000,Manual,10114,Petrol,145,58.9,1.0
 EcoSport,2017,9591,Manual,21236,Petrol,145,52.3,1.0
 Ka+,2017,7311,Manual,9778,Petrol,145,57.7,1.2
 Mondeo,2016,10500,Automatic,55319,Diesel,125,58.9,2.0
 Fiesta,2015,7799,Manual,29165,Petrol,0,65.7,1.0
 Kuga,2017,13299,Manual,33000,Diesel,145,64.2,1.5
 Kuga,2015,13500,Automatic,33700,Petrol,235,38.2,1.5
 Focus,2015,7700,Manual,54803,Petrol,20,60.1,1.0
 Focus,2019,17000,Manual,6337,Petrol,145,58.9,1.0
 Fiesta,2017,7750,Manual,48616,Diesel,0,78.5,1.5
 Focus,2018,16995,Manual,9366,Petrol,145,60.1,1.0
 Ka+,2018,8690,Manual,12696,Petrol,145,48.7,1.2
 Fiesta,2016,9700,Manual,28826,Petrol,20,62.8,1.0
 Fiesta,2017,8955,Manual,38000,Petrol,0,65.7,1.0
 Fiesta,2015,8360,Manual,9892,Petrol,0,65.7,1.0
 Focus,2017,16998,Automatic,30393,Diesel,145,61.4,2.0
 Kuga,2019,20500,Manual,1005,Diesel,150,38.2,2.0
 Focus,2016,10290,Automatic,19816,Petrol,125,51.4,1.0
 Focus,2015,7120,Manual,56561,Diesel,0,74.3,1.5
 Fiesta,2017,8730,Manual,18041,Petrol,145,54.3,1.2
 Focus,2019,17990,Automatic,3289,Diesel,145,74.3,1.5
 Mondeo,2015,8490,Manual,62000,Diesel,20,67.3,2.0
 Focus,2019,16698,Manual,18697,Petrol,145,60.1,1.0
 Fiesta,2018,14500,Manual,6436,Petrol,145,55.4,1.0
 EcoSport,2015,8499,Manual,29691,Petrol,125,53.3,1.0
 Fiesta,2016,10298,Manual,24745,Diesel,0,78.5,1.5
 Fiesta,2017,7430,Manual,12370,Petrol,125,54.3,1.2
 Fiesta,2014,7676,Manual,22358,Diesel,0,76.4,1.5
 Focus,2017,11799,Manual,17315,Diesel,145,74.3,1.5
 EcoSport,2019,17000,Manual,581,Petrol,145,52.3,1.0
 Fiesta,2017,10990,Manual,23000,Petrol,145,47.9,1.6
 Fiesta,2013,5000,Manual,56497,Petrol,30,54.3,1.2
 Fiesta,2018,11000,Manual,19800,Petrol,150,65.7,1.0
 Kuga,2017,18800,Semi-Auto,19799,Diesel,145,54.3,2.0
 Kuga,2019,19895,Automatic,11498,Petrol,145,31.0,1.5
 Focus,2015,8395,Manual,58500,Diesel,0,74.3,1.5
 Fiesta,2017,8990,Manual,25655,Petrol,150,65.7,1.0
 Fiesta,2017,11799,Semi-Auto,9016,Petrol,0,57.7,1.0
 EcoSport,2019,17350,Semi-Auto,1379,Petrol,145,45.6,1.0
 Focus,2015,7299,Manual,62299,Petrol,20,60.1,1.0
 Focus,2016,15900,Manual,19488,Diesel,20,67.3,2.0
 Grand C-MAX,2017,10495,Manual,33007,Diesel,30,64.2,1.5
 S-MAX,2015,13990,Automatic,18000,Diesel,145,52.3,2.0
 EcoSport,2015,8998,Manual,6546,Petrol,125,53.3,1.0
 EcoSport,2017,8995,Manual,25152,Petrol,150,52.3,1.0
 Fiesta,2018,11300,Manual,32139,Petrol,145,65.7,1.0
 Galaxy,2017,18498,Semi-Auto,40512,Diesel,150,52.3,2.0
 Focus,2018,15495,Manual,11041,Petrol,150,60.1,1.0
 Focus,2019,17499,Manual,8140,Petrol,150,60.1,1.0
 Kuga,2013,9999,Manual,55425,Diesel,200,47.9,2.0
 Fiesta,2019,13000,Manual,12838,Petrol,145,56.5,1.0
 Fiesta,2019,16795,Manual,877,Petrol,145,55.4,1.0
 Kuga,2019,18494,Manual,11858,Diesel,145,38.2,2.0
 Fiesta,2019,15300,Manual,5093,Petrol,145,55.4,1.0
 Fiesta,2017,7495,Manual,22844,Petrol,125,54.3,1.2
 Fiesta,2017,10899,Manual,13197,Petrol,145,65.7,1.0
 C-MAX,2007,2495,Manual,96000,Petrol,235,39.8,1.8
 Fiesta,2013,7291,Manual,29235,Petrol,0,65.7,1.0
 Fiesta,2019,12000,Manual,14063,Petrol,145,60.1,1.0
 Kuga,2015,9979,Manual,36066,Diesel,125,60.1,2.0
 Focus,2015,10490,Manual,15392,Petrol,20,60.1,1.0
 C-MAX,2013,6270,Manual,27841,Diesel,30,61.4,1.6
 Focus,2016,14498,Manual,35074,Diesel,20,67.3,2.0
 Mondeo,2018,18600,Automatic,5034,Petrol,145,43.5,1.5
 Fiesta,2015,7399,Manual,49997,Petrol,0,65.7,1.0
 Fiesta,2013,5990,Manual,45055,Petrol,30,54.3,1.2
 Focus,2018,15300,Manual,7267,Diesel,145,74.3,1.5
 EcoSport,2017,10495,Manual,19814,Diesel,145,64.2,1.5
 EcoSport,2019,14500,Manual,15500,Petrol,145,53.3,1.0
 EcoSport,2018,14500,Manual,7692,Diesel,150,67.3,1.5
 Fiesta,2019,12498,Manual,15997,Petrol,145,58.9,1.0
 Fiesta,2018,10498,Manual,12229,Petrol,145,58.9,1.0
 Fiesta,2020,15000,Manual,35,Petrol,145,56.5,1.0
 Fiesta,2016,9000,Manual,40249,Diesel,0,78.5,1.5
 Focus,2017,10997,Manual,6348,Petrol,20,61.4,1.0
 Ka+,2017,6990,Manual,11203,Petrol,145,57.7,1.2
 Focus,2014,10302,Manual,75359,Petrol,235,39.2,2.0
 Fiesta,2016,10210,Manual,18574,Petrol,0,65.7,1.0
 Fiesta,2019,13949,Semi-Auto,11982,Petrol,145,48.7,1.0
 Kuga,2014,12390,Manual,18962,Diesel,125,60.1,2.0
 Fiesta,2013,6500,Manual,38609,Petrol,0,65.7,1.0
 Kuga,2018,13995,Manual,11643,Diesel,150,54.3,1.5
 Fiesta,2015,7995,Manual,14631,Petrol,30,54.3,1.2
 Fiesta,2018,9995,Manual,35455,Petrol,145,65.7,1.0
 EcoSport,2018,14499,Manual,12103,Petrol,150,54.3,1.0
 Fiesta,2017,11990,Manual,19700,Petrol,150,47.9,1.6
 Fiesta,2018,11291,Manual,12039,Petrol,145,65.7,1.0
 Galaxy,2016,14999,Manual,36136,Diesel,125,56.5,2.0
 Fiesta,2017,8300,Manual,23060,Petrol,0,65.7,1.0
 Mondeo,2018,14399,Automatic,22645,Diesel,145,45.6,2.0
 Fiesta,2018,10699,Manual,12219,Petrol,145,65.7,1.0
 S-MAX,2013,9000,Automatic,42522,Diesel,200,47.1,2.0
 Focus,2014,14299,Manual,22035,Petrol,235,39.2,2.0
 Fiesta,2018,9999,Manual,22000,Petrol,150,65.7,1.0
 Fiesta,2017,7699,Manual,27426,Petrol,0,65.7,1.0
 KA,2015,5000,Manual,41830,Petrol,30,57.7,1.2
 Focus,2019,21450,Automatic,6501,Petrol,145,39.2,1.5
 B-MAX,2014,6999,Manual,43738,Petrol,30,55.4,1.0
 Fiesta,2017,7591,Manual,21922,Petrol,145,54.3,1.2
 Focus,2019,15880,Manual,7932,Diesel,145,80.7,1.5
 Kuga,2017,16400,Manual,18487,Diesel,125,60.1,2.0
 KA,2014,4890,Manual,14512,Petrol,30,57.7,1.2
 Kuga,2017,14291,Automatic,40600,Petrol,145,38.2,1.5
 Fiesta,2017,10499,Manual,25000,Petrol,150,65.7,1.0
 Focus,2019,18995,Manual,1800,Petrol,145,60.1,1.0
 Kuga,2016,13289,Manual,20050,Diesel,125,60.1,2.0
 Mondeo,2017,11990,Manual,25490,Diesel,145,67.3,2.0
 Focus,2018,10591,Manual,22656,Petrol,150,60.1,1.0
 Focus,2017,12698,Automatic,6922,Petrol,150,46.3,1.5
 Fiesta,2019,13140,Manual,2818,Petrol,145,48.7,1.1
 Fiesta,2018,13000,Manual,6776,Petrol,145,65.7,1.0
 Focus,2019,15340,Manual,9876,Petrol,150,60.1,1.0
 Focus,2015,6998,Manual,76588,Diesel,0,74.3,1.5
 Focus,2016,10995,Manual,30923,Diesel,0,74.3,1.5
 Fiesta,2019,19000,Manual,5261,Petrol,150,40.3,1.5
 Fiesta,2016,10298,Manual,18016,Petrol,0,65.7,1.0
 Kuga,2018,16950,Manual,17027,Diesel,145,54.3,1.5
 EcoSport,2019,16000,Manual,5847,Petrol,145,53.3,1.0
 Mustang,2018,31498,Automatic,6250,Petrol,145,23.5,5.0
 B-MAX,2013,5298,Manual,50919,Petrol,145,47.1,1.4
 Focus,2018,15495,Manual,21162,Petrol,145,58.9,1.0
 Focus,2019,25400,Manual,6074,Diesel,145,50.4,2.0
 Mondeo,2019,19495,Manual,25,Diesel,145,65.7,2.0
 Focus,2019,15495,Manual,5600,Petrol,145,60.1,1.0
 Kuga,2015,13998,Manual,28126,Diesel,145,54.3,2.0
 C-MAX,2017,10298,Manual,24455,Petrol,150,55.4,1.0
 Focus,2019,16880,Manual,6500,Petrol,145,60.1,1.0
 Fiesta,2018,14499,Semi-Auto,7490,Petrol,145,48.7,1.0
 Tourneo Custom,2018,20000,Manual,13306,Diesel,145,32.5,2.0
 Galaxy,2016,13998,Manual,77495,Diesel,125,56.5,2.0
 Grand C-MAX,2018,11995,Manual,21643,Petrol,145,47.9,1.0
 Fiesta,2019,12430,Manual,6555,Petrol,145,58.9,1.0
 Focus,2019,16798,Manual,17998,Petrol,150,60.1,1.0
 Focus,2019,15780,Manual,5372,Diesel,145,74.3,1.5
 EcoSport,2018,12995,Manual,13601,Diesel,145,68.9,1.5
 Kuga,2017,14900,Manual,20857,Diesel,145,54.3,2.0
 Fiesta,2019,12500,Manual,11500,Petrol,145,58.9,1.0
 Kuga,2019,21995,Manual,5590,Diesel,145,47.9,2.0
 KA,2015,5995,Manual,26333,Petrol,30,57.7,1.2
 EcoSport,2018,12991,Manual,17123,Petrol,145,54.3,1.0
 Fiesta,2017,9000,Manual,18000,Petrol,150,64.2,1.1
 Focus,2015,9390,Semi-Auto,16370,Petrol,160,44.8,1.6
 Fiesta,2017,8500,Manual,12254,Petrol,150,64.2,1.1
 Focus,2019,24290,Manual,9248,Petrol,145,34.5,2.3
